,cohort,dimension,label,canonical_label
10305,people,activities,looking ahead,look
10306,people,activities,looking around,person
10307,people,activities,looking aside,person
10308,people,activities,looking at car,car
10309,people,activities,looking at reflection,reflection
10310,people,activities,looking at train,train
10311,people,activities,looking into device,device
10312,people,activities,looking sideways,looking
10313,people,activities,looking through binoculars,binocular
10314,people,activities,looking_at_screens,screen
10315,people,activities,looking_at_table,table
10316,people,activities,making fists,fist
10317,people,activities,making payment,payment
10318,people,activities,manipulating instrument,instrument
10319,people,activities,manipulating_flask,manipulating
10320,people,activities,manipulating_object,object
10321,people,activities,marking dough,dough
10322,people,activities,marking wood,wood
10323,people,activities,mid-air stride,stride
10324,people,activities,mixing salad,salad
10325,people,activities,monitoring camera,camera
10326,people,activities,mounted,mounted
10327,people,activities,neck_touched,neck
10328,people,activities,note_review,note
10329,people,activities,observing aisles,aisle
10330,people,activities,observing bed,bed
10331,people,activities,observing bottles,bottle
10332,people,activities,observing crowd,crowd
10333,people,activities,observing exhibit,exhibit
10334,people,activities,observing flame,flame
10335,people,activities,observing machine,machine
10336,people,activities,observing nurse,nurse
10337,people,activities,observing plant,plant
10338,people,activities,observing platform,platform
10339,people,activities,observing street,street
10340,people,activities,observing trains,train
10341,people,activities,observing_aisle,aisle
10342,people,activities,observing_bust,bust
10343,people,activities,observing_sample,sample
10344,people,activities,observing_traffic,traffic
10345,people,activities,officiating,officiating
10346,people,activities,on call,call
10347,people,activities,on_call,call
10348,people,activities,onstage,onstage
10349,people,activities,opening cab,cab
10350,people,activities,opening stopper,stopper
10351,people,activities,opening_hood,hood
10352,people,activities,operating coffee maker,coffee
10353,people,activities,operating conveyor,conveyor
10354,people,activities,operating dispenser,dispensing
10355,people,activities,operating kiosk,kiosk
10356,people,activities,operating monitor,screen
10357,people,activities,operating winch,winch
10358,people,activities,operating_laptop,laptop
10359,people,activities,organizing documents,document
10360,people,activities,petting dog,dog
10361,people,activities,picking tomato,tomato
10362,people,activities,piloting aircraft,aircraft
10363,people,activities,placing donuts,donut
10364,people,activities,placing hand,hand
10365,people,activities,placing orange,orange
10366,people,activities,point,point
10367,people,activities,pointing with pen,pen
10368,people,activities,pointing_at_document,document
10369,people,activities,polishing blade,blade
10370,people,activities,portrait,portrait
10371,people,activities,pouring molten metal,metal
10372,people,activities,pouring_metal,metal
10373,people,activities,preparing cocktail,cocktail
10374,people,activities,preparing cookies,cookie
10375,people,activities,preparing exam,exam
10376,people,activities,preparing instrument,instrument
10377,people,activities,preparing pastries,pastry
10378,people,activities,preparing stretcher,stretcher
10379,people,activities,preparing vial,vial
10380,people,activities,preparing_bed,bed
10381,people,activities,preparing_equipment,equipment
10382,people,activities,preparing_hands,hand
10383,people,activities,preparing_swab,swab
10384,people,activities,presenting_papers,paper
10385,people,activities,producing sparks,spark
10386,people,activities,pulling cable,cable
10387,people,activities,pulling luggage,luggage
10388,people,activities,pulling rope,rope
10389,people,activities,pulling_bag,bag
10390,people,activities,pulling_cart,cart
10391,people,activities,putting_on_glove,glove
10392,people,activities,raising hands,hand
10393,people,activities,raising_arm,arm
10394,people,activities,reaching out,hand
10395,people,activities,reaching_sink,sink
10396,people,activities,reading blueprint,blueprint
10397,people,activities,reading box,box
10398,people,activities,reading note,note
10399,people,activities,reading prescription,prescription
10400,people,activities,reading screens,screen
10401,people,activities,reading_blueprint,blueprint
10402,people,activities,reading_document,document
10403,people,activities,reading_package,package
10404,people,activities,reading_receipt,receipt
10405,people,activities,reading_sign,sign
10406,people,activities,reading_ticket,ticket
10407,people,activities,receiving document,document
10408,people,activities,receiving vial,vial
10409,people,activities,receiving_exam,exam
10410,people,activities,recording video,video
10411,people,activities,repairing plumbing,plumbing
10412,people,activities,resting_hands_on_table,hand
10413,people,activities,reviewing paper,paper
10414,people,activities,reviewing tablet,tablet
10415,people,activities,reviewing_chart,chart
10416,people,activities,reviewing_document,document
10417,people,activities,rolling rug,rug
10418,people,activities,scanning shelf,shelf
10419,people,activities,scanning_item,item
10420,people,activities,selecting greens,green
10421,people,activities,selecting peppers,pepper
10422,people,activities,selecting_groceries,grocery
10423,people,activities,selecting_tomatoes,tomato
10424,people,activities,sharpening blade,blade
10425,people,activities,showing document,document
10426,people,activities,sitting for exam,exam
10427,people,activities,snacking,snacking
10428,people,activities,sorting documents,document
10429,people,activities,spectating,spectating
10430,people,activities,spreading icing,icing
10431,people,activities,stacking boxes,box
10432,people,activities,standby,standby
10433,people,activities,standing at line,line
10434,people,activities,standing at microphone,microphone
10435,people,activities,standing behind desk,desk
10436,people,activities,standing by stove,stove
10437,people,activities,standing close,person
10438,people,activities,standing with box,box
10439,people,activities,standing with partner,person
10440,people,activities,standing_near_camera,camera
10441,people,activities,stepping onto cab,cab
10442,people,activities,stoking furnace,furnace
10443,people,activities,striking_metal,metal
10444,people,activities,taking selfie,taking
10445,people,activities,taking_payment,payment
10446,people,activities,taking_temperature,temperature
10447,people,activities,talking to driver,driver
10448,people,activities,tapping phone,phone
10449,people,activities,tempering sword,sword
10450,people,activities,tending fire,fire
10451,people,activities,tending flame,flame
10452,people,activities,tending plant,plant
10453,people,activities,tending seedling,seedling
10454,people,activities,tending seedlings,seedling
10455,people,activities,tending_fire,fire
10456,people,activities,tending_flowers,flower
10457,people,activities,tending_plant,plant
10458,people,activities,testing frames,frame
10459,people,activities,texting,texting
10460,people,activities,threading needle,needle
10461,people,activities,tightening hose,hose
10462,people,activities,tool_clipped,tool
10463,people,activities,touching block,block
10464,people,activities,touching branch,branch
10465,people,activities,touching dashboard,dashboard
10466,people,activities,touching flowers,flower
10467,people,activities,touching keyboard,keyboard
10468,people,activities,touching plant,plant
10469,people,activities,touching soil,soil
10470,people,activities,touching wheel,wheel
10471,people,activities,touching_arm,arm
10472,people,activities,touching_flower,flower
10473,people,activities,touching_patient,patient
10474,people,activities,touching_shoulder,shoulder
10475,people,activities,training,training
10476,people,activities,treating teeth,tooth
10477,people,activities,trying_glasses,glasses
10478,people,activities,undergoing_exam,exam
10479,people,activities,using card,card
10480,people,activities,using cardio machine,machine
10481,people,activities,using coffee maker,maker
10482,people,activities,using hand plane,plane
10483,people,activities,using instrument,instrument
10484,people,activities,using knife,knife
10485,people,activities,using otoscope,otoscope
10486,people,activities,using radio,radio
10487,people,activities,using sink,sink
10488,people,activities,using touchscreen,screen
10489,people,activities,using_camera,camera
10490,people,activities,viewing exhibits,exhibit
10491,people,activities,viewing items,item
10492,people,activities,viewing plans,plan
10493,people,activities,viewing tablet,tablet
10494,people,activities,visible_in_mirror,mirror
10495,people,activities,washing produce,produce
10496,people,activities,watching crowd,crowd
10497,people,activities,watching field,field
10498,people,activities,watching flame,flame
10499,people,activities,watching_presentation,presentation
10500,people,activities,wearing camera,camera
10501,people,activities,wearing mask,mask
10502,people,activities,wiping counter,counter
10503,people,activities,working at monitor,screen
10504,people,activities,working machine,machine
10505,people,activities,working on light,light
10506,people,activities,working on line,line
10507,people,activities,working on wood,wood
10508,people,activities,working_machine,machine
10509,people,activities,writing_notes,note
10510,people,activities,writing_ticket,ticket
10511,people,activities,adding_herbs,herb
10512,people,activities,adjust camera,camera
10513,people,activities,adjusting bed sheet,sheet
10514,people,activities,adjusting coat,coat
10515,people,activities,adjusting collar,collar
10516,people,activities,adjusting easel,easel
10517,people,activities,adjusting fingers,finger
10518,people,activities,adjusting headrest,headrest
10519,people,activities,adjusting mic,mic
10520,people,activities,adjusting nut,nut
10521,people,activities,adjusting plant,plant
10522,people,activities,adjusting statue,statue
10523,people,activities,adjusting wheel,wheel
10524,people,activities,adjusting_lid,lid
10525,people,activities,adjusting_monitor,screen
10526,people,activities,aiming nozzle,nozzle
10527,people,activities,aiming rifle,rifle
10528,people,activities,arranging cheese,cheese
10529,people,activities,arranging napkin,napkin
10530,people,activities,arranging salad,salad
10531,people,activities,arranging samples,sample
10532,people,activities,assembling parts,part
10533,people,activities,being_filmed,film
10534,people,activities,bending forward,body
10535,people,activities,blowing bubble,bubble
10536,people,activities,boxing,box
10537,people,activities,buttoning vest,vest
10538,people,activities,carrying cooler,cooler
10539,people,activities,carrying laptop,laptop
10540,people,activities,carrying light,light
10541,people,activities,carrying package,package
10542,people,activities,carrying tablet,tablet
10543,people,activities,checking car,car
10544,people,activities,checking conveyor,conveyor
10545,people,activities,checking out,checking
10546,people,activities,checking_items,item
10547,people,activities,checking_plate,plate
10548,people,activities,checkout,checkout
10549,people,activities,collecting trash,trash
10550,people,activities,crossing,crossing
10551,people,activities,crossing street,street
10552,people,activities,cupping_hands,hand
10553,people,activities,cutting pastry,pastry
10554,people,activities,cycling,cycling
10555,people,activities,decorating cake,cake
10556,people,activities,decorating pastry,pastry
10557,people,activities,examining bottles,examining
10558,people,activities,examining bust,bust
10559,people,activities,examining light,light
10560,people,activities,examining sphere,sphere
10561,people,activities,extending_hand,hand
10562,people,activities,eye examination,eye
10563,people,activities,facing colleague,person
10564,people,activities,facing shelves,shelf
10565,people,activities,facing woman,person
10566,people,activities,facing_screen,screen
10567,people,activities,folding towel,towel
10568,people,activities,gazing sideways,person
10569,people,activities,giving_thumbs_up,gesture
10570,people,activities,hand-sewing,sewing
10571,people,activities,hand on holster,holster
10572,people,activities,hand_in_pocket,pocket
10573,people,activities,hand_on_chest,hand
10574,people,activities,handing cup,cup
10575,people,activities,handing payment,payment
10576,people,activities,handing_document,document
10577,people,activities,handling container,container
10578,people,activities,handling device,device
10579,people,activities,handling loaf,loaf
10580,people,activities,handling object,object
10581,people,activities,handling plate,plate
10582,people,activities,handling receipt,receipt
10583,people,activities,handling receipts,receipt
10584,people,activities,hands near field,field
10585,people,activities,hands on gavel,gavel
10586,people,activities,hands on notebook,notebook
10587,people,activities,hands raised,gesture
10588,people,activities,hands_together,gesture
10589,people,activities,heating tool,tool
10590,people,activities,holding apron,apron
10591,people,activities,holding beakers,beaker
10592,people,activities,holding bin,bin
10593,people,activities,holding caulking gun,gun
10594,people,activities,holding chest,chest
10595,people,activities,holding cord,cord
10596,people,activities,holding drape,drape
10597,people,activities,holding drapery,drape
10598,people,activities,holding electrode,electrode
10599,people,activities,holding eyepiece,eyepiece
10600,people,activities,holding folded napkins,napkin
10601,people,activities,holding gimbal,gimbal
10602,people,activities,holding grass,grass
10603,people,activities,holding handles,handle
10604,people,activities,holding headphones,headphone
10605,people,activities,holding helmet strap,strap
10606,people,activities,holding hose nozzle,nozzle
10607,people,activities,holding juice box,box
10608,people,activities,holding lemons,lemon
10609,people,activities,holding life vest,vest
10610,people,activities,holding mallet,mallet
10611,people,activities,holding massage gun,gun
10612,people,activities,holding metal rod,rod
10613,people,activities,holding nail,nail
10614,people,activities,holding napkin,napkin
10615,people,activities,holding packaged item,item
10616,people,activities,holding pan handle,handle
10617,people,activities,holding pie,pie
10618,people,activities,holding planks,plank
10619,people,activities,holding plunger,plunger
10620,people,activities,holding probes,probe
10621,people,activities,holding rail,rail
10622,people,activities,holding rods,rod
10623,people,activities,holding rolled paper,paper
10624,people,activities,holding scooter,scooter
10625,people,activities,holding scope,scope
10626,people,activities,holding shield,shield
10627,people,activities,holding siphon,siphon
10628,people,activities,holding slide,slide
10629,people,activities,holding small key,key
10630,people,activities,holding smartphone,smartphone
10631,people,activities,holding sphere,sphere
10632,people,activities,holding stalk,stalk
10633,people,activities,holding stand,stand
10634,people,activities,holding steering,steering
10635,people,activities,holding sticks,stick
10636,people,activities,holding stretcher,stretcher
10637,people,activities,holding veil,veil
10638,people,activities,holding_basketball,basketball
10639,people,activities,holding_bundle,bundle
10640,people,activities,holding_cocktail,cocktail
10641,people,activities,holding_door,door
10642,people,activities,holding_gun,gun
10643,people,activities,holding_hand_up,hand
10644,people,activities,holding_hook,hook
10645,people,activities,holding_infant,infant
10646,people,activities,holding_light,light
10647,people,activities,holding_long_gun,gun
10648,people,activities,holding_pill,pill
10649,people,activities,holding_railing,railing
10650,people,activities,holding_scope,scope
10651,people,activities,holding_sheaf,sheaf
10652,people,activities,holding_shield,shield
10653,people,activities,holding_slide,slide
10654,people,activities,holding_spatula,spatula
10655,people,activities,holding_spear,spear
10656,people,activities,holding_stomach,stomach
10657,people,activities,holding_straw,straw
10658,people,activities,holding_stylus,stylus
10659,people,activities,holding_terminal,terminal
10660,people,activities,holding_weights,weight
10661,people,activities,holding_wheat,wheat
10662,people,activities,holding_window,window
10663,people,activities,hugging,hugging
10664,people,activities,icing,icing
10665,people,activities,icing_pie,pie
10666,people,activities,inserting pin,pin
10667,people,activities,inserting rod,rod
10668,people,activities,inspecting bulb,bulb
10669,people,activities,inspecting faucet,faucet
10670,people,activities,inspecting flask,flask
10671,people,activities,inspecting outlet,outlet
10672,people,activities,inspecting pastries,pastry
10673,people,activities,inspecting tool,tool
10674,people,activities,inspecting trees,tree
10675,people,activities,inspecting_crops,crop
10676,people,activities,inspecting_specimen,specimen
10677,people,activities,interacting with device,device
10678,people,activities,interacting with table,table
10679,people,activities,interacting with tablet,tablet
10680,people,activities,lab work,work
10681,people,activities,labeling,label
10682,people,activities,leg_lift,leg
10683,people,activities,litter_pickup,litter
10684,people,activities,looking at equipment,equipment
10685,people,activities,looking at man,man
10686,people,activities,looking at tree,tree
10687,people,activities,looking through instrument,instrument
10688,people,activities,looking through scope,scope
10689,people,activities,looking toward camera,camera
10690,people,activities,looking_at_device,looking
10691,people,activities,looking_through_lens,lens
10692,people,activities,looking_toward_camera,camera
10693,people,activities,lying_in_bed,lying
10694,people,activities,manipulating basin,basin
10695,people,activities,manipulating wires,wire
10696,people,activities,monitoring area,area
10697,people,activities,monitoring furnace,furnace
10698,people,activities,monitoring platform,platform
10699,people,activities,monitoring_camera,camera
10700,people,activities,monitoring_machine,machine
10701,people,activities,moving cargo,cargo
10702,people,activities,observing bread,bread
10703,people,activities,observing displays,display
10704,people,activities,observing instrument,instrument
10705,people,activities,observing lights,light
10706,people,activities,observing paintings,painting
10707,people,activities,observing solution,solution
10708,people,activities,observing tracks,track
10709,people,activities,observing_camera,camera
10710,people,activities,observing_shelf,shelf
10711,people,activities,offering_handshake,handshake
10712,people,activities,operating control,control
10713,people,activities,operating_drill,drill
10714,people,activities,operating_keyboard,keyboard
10715,people,activities,operating_pos,pos
10716,people,activities,operating_tool,tool
10717,people,activities,paper,paper
10718,people,activities,picking litter,litter
10719,people,activities,placing object,object
10720,people,activities,placing_plate,plate
10721,people,activities,plugging cord,cord
10722,people,activities,pointing gun,gun
10723,people,activities,pointing light,light
10724,people,activities,pointing_gun,gun
10725,people,activities,posed still,pose
10726,people,activities,preparing bagel,bagel
10727,people,activities,preparing bread,bread
10728,people,activities,preparing camera,camera
10729,people,activities,preparing cleaning,cleaning
10730,people,activities,preparing pastry,pastry
10731,people,activities,preparing procedure,procedure
10732,people,activities,preparing_dough,dough
10733,people,activities,preparing_ingredients,ingredient
10734,people,activities,preparing_tool,tool
10735,people,activities,presenting cake,cake
10736,people,activities,presenting cocktail,cocktail
10737,people,activities,presenting dough,dough
10738,people,activities,presenting salad,salad
10739,people,activities,presenting_beaker,beaker
10740,people,activities,pressing switch,switch
10741,people,activities,processing checkout,checkout
10742,people,activities,processing_payment,payment
10743,people,activities,processing_sale,sale
10744,people,activities,pulling roller,roller
10745,people,activities,pumping soap,soap
10746,people,activities,pushing scooter,scooter
10747,people,activities,pushing tool,tool
10748,people,activities,pushing vehicle,vehicle
10749,people,activities,pushing wheel,wheel
10750,people,activities,raised hand,hand
10751,people,activities,reaching into bucket,bucket
10752,people,activities,receiving bottle,bottle
10753,people,activities,receiving examination,examination
10754,people,activities,receiving hand,hand
10755,people,activities,receiving_document,document
10756,people,activities,retrieving tray,tray
10757,people,activities,riding handtruck,handtruck
10758,people,activities,rubbing hands,hand
10759,people,activities,scanning_shelf,shelf
10760,people,activities,scoring dough,dough
10761,people,activities,scraping wall,wall
10762,people,activities,setting plates,plate
10763,people,activities,sharpening metal,metal
10764,people,activities,showing product,product
10765,people,activities,spreading topping,topping
10766,people,activities,standing at register,register
10767,people,activities,standing at table,table
10768,people,activities,standing by console,console
10769,people,activities,standing in field,field
10770,people,activities,standing_by_bed,bed
10771,people,activities,standing_guard,standing
10772,people,activities,static_pose,pose
10773,people,activities,steering wheel interaction,wheel
10774,people,activities,still,still
10775,people,activities,stirring molten metal,metal
10776,people,activities,strapped,strapped
10777,people,activities,striking metal,metal
10778,people,activities,taking order,order
10779,people,activities,taking photos,photo
10780,people,activities,tapping,tapping
10781,people,activities,tapping device,device
10782,people,activities,tapping_phone,phone
10783,people,activities,testing device,device
10784,people,activities,testing lenses,lens
10785,people,activities,testing outlet,outlet
10786,people,activities,touching blossoms,blossom
10787,people,activities,touching board,board
10788,people,activities,touching brim,brim
10789,people,activities,touching display,display
10790,people,activities,touching faucet,faucet
10791,people,activities,touching gavel,gavel
10792,people,activities,touching herbs,herb
10793,people,activities,touching machine,machine
10794,people,activities,touching shoulder,shoulder
10795,people,activities,touching sink,sink
10796,people,activities,touching steering wheel,wheel
10797,people,activities,touching tablet,tablet
10798,people,activities,touching wall,wall
10799,people,activities,touching wood,wood
10800,people,activities,touching_board,board
10801,people,activities,touching_book,book
10802,people,activities,touching_case,case
10803,people,activities,touching_fruit,touching
10804,people,activities,touching_paper,paper
10805,people,activities,touching_product,product
10806,people,activities,touching_table,table
10807,people,activities,touching_window,window
10808,people,activities,trimming grass,grass
10809,people,activities,turning knob,knob
10810,people,activities,turning switch,switch
10811,people,activities,turning tap,turning
10812,people,activities,twirling,twirling
10813,people,activities,tying apron,apron
10814,people,activities,tying rope,rope
10815,people,activities,uncorking bottle,bottle
10816,people,activities,using equipment,equipment
10817,people,activities,using loupe,loupe
10818,people,activities,using optical instrument,instrument
10819,people,activities,using sander,sander
10820,people,activities,using sanitizer,sanitizer
10821,people,activities,using sewing machine,machine
10822,people,activities,using smartphone,smartphone
10823,people,activities,using_kiosk,kiosk
10824,people,activities,using_mixer,mixer
10825,people,activities,using_nail_gun,gun
10826,people,activities,using_pos_terminal,terminal
10827,people,activities,using_tongs,tong
10828,people,activities,viewing phone,phone
10829,people,activities,viewing stage,stage
10830,people,activities,vocalizing,vocalizing
10831,people,activities,warming hands,hand
10832,people,activities,washing_sink,sink
10833,people,activities,watching screen,screen
10834,people,activities,wearing gloves,glove
10835,people,activities,wearing_backpack,backpack
10836,people,activities,wearing_mask,mask
10837,people,activities,whisking,whisking
10838,people,activities,wiping hand,hand
10839,people,activities,wiping_counter,counter
10840,people,activities,working at register,register
10841,people,activities,working counter,counter
10842,people,activities,working with cloth,cloth
10843,scene_appearance,aesthetic_qualities,abstract,abstract
10844,people,clothing_garment,air cylinder,cylinder
10845,people,clothing_garment,air_pack,pack
10846,people,clothing_garment,air_tank,tank
10847,people,clothing_garment,air_tanks,tank
10848,people,clothing_garment,apron dress,apron
10849,people,clothing_garment,apron/overall,apron
10850,people,clothing_garment,apron/straps,apron
10851,people,clothing_garment,apron/tunic,apron
10852,people,clothing_garment,backpack (straps),backpack
10853,people,clothing_garment,backpack / harness,backpack
10854,people,clothing_garment,backpack strap,strap
10855,people,clothing_garment,backpack_straps,strap
10856,people,clothing_garment,badge on lanyard,badge
10857,people,clothing_garment,ballet_slippers,slipper
10858,people,clothing_garment,bandana,bandana
10859,people,clothing_garment,bed sheet,sheet
10860,people,clothing_garment,belt_holster,holster
10861,people,clothing_garment,belt_pouches,pouch
10862,people,clothing_garment,bib apron,apron
10863,people,clothing_garment,bust (sculpture),bust
10864,people,clothing_garment,button-down_shirt,shirt
10865,people,clothing_garment,button_down shirt,shirt
10866,people,clothing_garment,buttoned top,top
10867,people,clothing_garment,buttoned vest/dress,vest
10868,people,clothing_garment,camera_bag,bag
10869,people,clothing_garment,camera_harness,harness
10870,people,clothing_garment,camouflage uniform (shirt),uniform
10871,people,clothing_garment,camouflage_jacket,jacket
10872,people,clothing_garment,camouflage_pants,pants
10873,people,clothing_garment,checked_shirt,shirt
10874,people,clothing_garment,checkered jacket,jacket
10875,people,clothing_garment,chest bag,bag
10876,people,clothing_garment,chest radio,radio
10877,people,clothing_garment,cloth,cloth
10878,people,clothing_garment,cloth bag,bag
10879,people,clothing_garment,coat/scrubs,coat
10880,people,clothing_garment,collar tabs,tab
10881,people,clothing_garment,collared dress,dress
10882,people,clothing_garment,collared shirt (plaid visible at collar),shirt
10883,people,clothing_garment,coverall / jacket,coverall
10884,people,clothing_garment,coverall / work jacket,coverall
10885,people,clothing_garment,dance_shoes,shoe
10886,people,clothing_garment,dark cape,cape
10887,people,clothing_garment,dark vest,vest
10888,people,clothing_garment,dental drape,drape
10889,people,clothing_garment,draped_garment,garment
10890,people,clothing_garment,dress_panel,panel
10891,people,clothing_garment,epaulet/shoulder stripes,epaulet
10892,people,clothing_garment,face_covering,face_covering
10893,people,clothing_garment,field jacket,jacket
10894,people,clothing_garment,fire jacket,jacket
10895,people,clothing_garment,flowing skirt,skirt
10896,people,clothing_garment,glasses,glasses
10897,people,clothing_garment,hard jacket,jacket
10898,people,clothing_garment,harness/seatbelt,harness
10899,people,clothing_garment,harness/strap,harness
10900,people,clothing_garment,harness_straps,strap
10901,people,clothing_garment,headwrap,headwrap
10902,people,clothing_garment,henley shirt,shirt
10903,people,clothing_garment,hi_vis_vest,vest
10904,people,clothing_garment,high-visibility top,top
10905,people,clothing_garment,high-visibility vest/apron,vest
10906,people,clothing_garment,high-visibility_vest,vest
10907,people,clothing_garment,holster,holster
10908,people,clothing_garment,hooded scarf,scarf
10909,people,clothing_garment,hooded vest,vest
10910,people,clothing_garment,hooded_jacket,jacket
10911,people,clothing_garment,hooded_sweatshirt,sweatshirt
10912,people,clothing_garment,hoodie (visible lining),hoodie
10913,people,clothing_garment,hoodie_lining,lining
10914,people,clothing_garment,hospital gown / sheet,gown
10915,people,clothing_garment,inner shirt / collar,shirt
10916,people,clothing_garment,inner top,top
10917,people,clothing_garment,inner_layer,layer
10918,people,clothing_garment,inner_shirt,shirt
10919,people,clothing_garment,jacket_on_cart,jacket
10920,people,clothing_garment,jumpsuit/overalls,jumpsuit
10921,people,clothing_garment,lab coat (medical uniform),coat
10922,people,clothing_garment,lace collar,collar
10923,people,clothing_garment,lace top,top
10924,people,clothing_garment,lanyard badge,lanyard
10925,people,clothing_garment,lanyard_with_badge,lanyard
10926,people,clothing_garment,lap_cloth,cloth
10927,people,clothing_garment,lapel ribbon,ribbon
10928,people,clothing_garment,laptop,laptop
10929,people,clothing_garment,leather gloves,glove
10930,people,clothing_garment,leather strap,strap
10931,people,clothing_garment,long-sleeve dress,dress
10932,people,clothing_garment,long-sleeve sweatshirt,sweatshirt
10933,people,clothing_garment,long sleeves,sleeve
10934,people,clothing_garment,long top,top
10935,people,clothing_garment,long_sleeve_sweater,sweater
10936,people,clothing_garment,medical,medical
10937,people,clothing_garment,medical mask,mask
10938,people,clothing_garment,medical uniform,uniform
10939,people,clothing_garment,nameplate,nameplate
10940,people,clothing_garment,neck strap,strap
10941,people,clothing_garment,neck_collar,collar
10942,people,clothing_garment,neck_gaiter,gaiter
10943,people,clothing_garment,neck_tab,tab
10944,people,clothing_garment,neck_tabs,tab
10945,people,clothing_garment,neck_tube,tube
10946,people,clothing_garment,neckwarmer,neckwarmer
10947,people,clothing_garment,nurse cap,cap
10948,people,clothing_garment,outer_coat,coat
10949,people,clothing_garment,overall,overall
10950,people,clothing_garment,overalls_straps,strap
10951,people,clothing_garment,patient drape,drape
10952,people,clothing_garment,peaked_hat,hat
10953,people,clothing_garment,pilot cap,cap
10954,people,clothing_garment,pinafore / apron,apron
10955,people,clothing_garment,pinafore_dress,dress
10956,people,clothing_garment,plaid overshirt,shirt
10957,people,clothing_garment,platform_sandals,sandal
10958,people,clothing_garment,pocket trim,trim
10959,people,clothing_garment,pocket_badge,badge
10960,people,clothing_garment,police jacket (uniform),jacket
10961,people,clothing_garment,police jacket/shirt,jacket
10962,people,clothing_garment,police uniform,uniform
10963,people,clothing_garment,protective_apron,apron
10964,people,clothing_garment,protective_suit,suit
10965,people,clothing_garment,puffer_jacket,jacket
10966,people,clothing_garment,quilted_vest,vest
10967,people,clothing_garment,reflective stripe,stripe
10968,people,clothing_garment,reflective_belt,belt
10969,people,clothing_garment,respirator_mask,mask
10970,people,clothing_garment,reusable bag,bag
10971,people,clothing_garment,safety vest / straps,vest
10972,people,clothing_garment,scarf/hood,scarf
10973,people,clothing_garment,SCBA cylinder (backpack),cylinder
10974,people,clothing_garment,SCBA tank/backpack,tank
10975,people,clothing_garment,scrub/top,scrubs
10976,people,clothing_garment,scrub_shirt,shirt
10977,people,clothing_garment,scrubs (medical uniform),scrubs
10978,people,clothing_garment,scrubs (visible under coat),scrubs
10979,people,clothing_garment,scrubs shirt,shirt
10980,people,clothing_garment,scrubs top,scrubs
10981,people,clothing_garment,scrubs_top,scrubs
10982,people,clothing_garment,sheriff hat,hat
10983,people,clothing_garment,shopping_bag,bag
10984,people,clothing_garment,short-sleeve work shirt,shirt
10985,people,clothing_garment,short_sleeve shirt,shirt
10986,people,clothing_garment,shoulder epaulets,epaulet
10987,people,clothing_garment,shoulder epaulets / straps,epaulet
10988,people,clothing_garment,shoulder epaulettes,epaulet
10989,people,clothing_garment,shoulder_armor,armor
10990,people,clothing_garment,skirt_suit,suit
10991,people,clothing_garment,sleeveless tunic,tunic
10992,people,clothing_garment,small hat,hat
10993,people,clothing_garment,stethoscope,stethoscope
10994,people,clothing_garment,straw_hat,hat
10995,people,clothing_garment,t-shirt/undershirt,shirt
10996,people,clothing_garment,tactical jacket,jacket
10997,people,clothing_garment,tactical jacket / vest,jacket
10998,people,clothing_garment,tactical uniform,uniform
10999,people,clothing_garment,tactical_uniform,uniform
11000,people,clothing_garment,tall_hat,hat
11001,people,clothing_garment,top_hat,hat
11002,people,clothing_garment,track_pants,pants
11003,people,clothing_garment,trousers (with stripe),trouser
11004,people,clothing_garment,undershirt (plaid),undershirt
11005,people,clothing_garment,uniform blouse,blouse
11006,people,clothing_garment,uniform bottom,bottom
11007,people,clothing_garment,uniform coat,coat
11008,people,clothing_garment,uniform epaulets,epaulet
11009,people,clothing_garment,uniform hat,hat
11010,people,clothing_garment,utility vest,vest
11011,people,clothing_garment,v-neck sweater,sweater
11012,people,clothing_garment,vest/apron panel,vest
11013,people,clothing_garment,vest/coverall,vest
11014,people,clothing_garment,vest_or_lanyard,vest
11015,people,clothing_garment,waist apron,apron
11016,people,clothing_garment,waist belt,belt
11017,people,clothing_garment,waistband/tie,waistband
11018,people,clothing_garment,welding_gloves,glove
11019,people,clothing_garment,welding_helmet,helmet
11020,people,clothing_garment,white long-sleeve shirt,shirt
11021,people,clothing_garment,white short-sleeve shirt,shirt
11022,people,clothing_garment,wide-brim hat,hat
11023,people,clothing_garment,work apron/jacket,apron
11024,people,clothing_garment,work vest/apron,vest
11025,people,clothing_garment,wrist_wrap,wrap
11026,people,clothing_garment,zip-up hoodie,hoodie
11027,people,clothing_garment,zip-up jacket,jacket
11028,people,clothing_garment,academic_gown,gown
11029,people,clothing_garment,apron_or_coverall,apron
11030,people,clothing_garment,apron_tied_at_waist,apron
11031,people,clothing_garment,armored sleeve,sleeve
11032,people,clothing_garment,ascot,ascot
11033,people,clothing_garment,athletic shorts,shorts
11034,people,clothing_garment,backpack/pack,backpack
11035,people,clothing_garment,badge (worn),badge
11036,people,clothing_garment,ballet_dress,dress
11037,people,clothing_garment,bandeau top,bandeau
11038,people,clothing_garment,baseball_cap,cap
11039,people,clothing_garment,basketball_jersey,jersey
11040,people,clothing_garment,beaded necklace,necklace
11041,people,clothing_garment,beads/necklaces,bead
11042,people,clothing_garment,belt / duty belt,belt
11043,people,clothing_garment,belt_pouch,pouch
11044,people,clothing_garment,bib/overalls,bib
11045,people,clothing_garment,bib_apron,apron
11046,people,clothing_garment,blue uniform (apron/dress),uniform
